Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue,Rev/Age
02-01-2014,2,January,2014,45,Adults (35-64),M,France,Essonne,Accessories,Bottles and Cages,Mountain Bottle Cage,15,4,10,84,60,144,3.2
02-01-2014,2,January,2014,45,Adults (35-64),M,France,Essonne,Accessories,Bottles and Cages,Mountain Bottle Cage,21,4,10,118,84,202,4.488888889
02-01-2016,2,January,2016,45,Adults (35-64),M,France,Essonne,Accessories,Bottles and Cages,Mountain Bottle Cage,12,4,10,67,48,115,2.555555556
02-01-2016,2,January,2016,45,Adults (35-64),M,France,Essonne,Accessories,Bottles and Cages,Mountain Bottle Cage,19,4,10,106,76,182,4.044444444
14-12-2013,14,December,2013,47,Adults (35-64),M,France,Seine Saint Denis,Accessories,Bottles and Cages,Water Bottle - 30 oz.,14,2,5,29,28,57,1.212765957
14-12-2013,14,December,2013,47,Adults (35-64),M,France,Seine Saint Denis,Accessories,Bottles and Cages,Water Bottle - 30 oz.,9,2,5,19,18,37,0.787234043
14-12-2015,14,December,2015,47,Adults (35-64),M,France,Seine Saint Denis,Accessories,Bottles and Cages,Water Bottle - 30 oz.,14,2,5,29,28,57,1.212765957
14-12-2015,14,December,2015,47,Adults (35-64),M,France,Seine Saint Denis,Accessories,Bottles and Cages,Water Bottle - 30 oz.,11,2,5,23,22,45,0.957446809
23-12-2013,23,December,2013,47,Adults (35-64),M,France,Seine Saint Denis,Accessories,Bottles and Cages,Water Bottle - 30 oz.,18,2,5,38,36,74,1.574468085
23-12-2013,23,December,2013,47,Adults (35-64),M,France,Seine Saint Denis,Accessories,Bottles and Cages,Water Bottle - 30 oz.,9,2,5,19,18,37,0.787234043
23-12-2015,23,December,2015,47,Adults (35-64),M,France,Seine Saint Denis,Accessories,Bottles and Cages,Water Bottle - 30 oz.,20,2,5,42,40,82,1.744680851
23-12-2015,23,December,2015,47,Adults (35-64),M,France,Seine Saint Denis,Accessories,Bottles and Cages,Water Bottle - 30 oz.,11,2,5,23,22,45,0.957446809
24-07-2013,24,July,2013,48,Adults (35-64),M,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,21,2,5,59,42,101,2.104166667
24-07-2013,24,July,2013,48,Adults (35-64),M,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,22,2,5,62,44,106,2.208333333
24-07-2015,24,July,2015,48,Adults (35-64),M,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,22,2,5,62,44,106,2.208333333
24-07-2015,24,July,2015,48,Adults (35-64),M,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,19,2,5,53,38,91,1.895833333
08-08-2013,8,August,2013,48,Adults (35-64),M,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,16,2,5,45,32,77,1.604166667
08-08-2015,8,August,2015,48,Adults (35-64),M,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,14,2,5,39,28,67,1.395833333
06-09-2013,6,September,2013,48,Adults (35-64),M,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,5,2,5,14,10,24,0.5
06-09-2015,6,September,2015,48,Adults (35-64),M,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,5,2,5,14,10,24,0.5
05-12-2013,5,December,2013,48,Adults (35-64),M,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,10,2,5,28,20,48,1
05-12-2013,5,December,2013,48,Adults (35-64),M,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,3,2,5,8,6,14,0.291666667
05-12-2015,5,December,2015,48,Adults (35-64),M,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,9,2,5,25,18,43,0.895833333
05-12-2015,5,December,2015,48,Adults (35-64),M,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,2,2,5,6,4,10,0.208333333
08-12-2013,8,December,2013,48,Adults (35-64),M,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,21,2,5,59,42,101,2.104166667
08-12-2015,8,December,2015,48,Adults (35-64),M,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,20,2,5,56,40,96,2
12-01-2014,12,January,2014,48,Adults (35-64),M,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,27,2,5,76,54,130,2.708333333
12-01-2016,12,January,2016,48,Adults (35-64),M,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,29,2,5,81,58,139,2.895833333
08-02-2014,8,February,2014,48,Adults (35-64),M,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,28,2,5,78,56,134,2.791666667
08-02-2016,8,February,2016,48,Adults (35-64),M,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,29,2,5,81,58,139,2.895833333
11-06-2014,11,June,2014,48,Adults (35-64),M,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,1,2,5,3,2,5,0.104166667
11-06-2016,11,June,2016,48,Adults (35-64),M,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,1,2,5,3,2,5,0.104166667
21-06-2014,21,June,2014,48,Adults (35-64),M,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,21,2,5,59,42,101,2.104166667
21-06-2014,21,June,2014,48,Adults (35-64),M,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,22,2,5,62,44,106,2.208333333
21-06-2016,21,June,2016,48,Adults (35-64),M,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,21,2,5,59,42,101,2.104166667
21-06-2016,21,June,2016,48,Adults (35-64),M,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,21,2,5,59,42,101,2.104166667
04-08-2013,4,August,2013,22,Youth (<25),F,Australia,South Australia,Accessories,Bottles and Cages,Mountain Bottle Cage,11,4,10,46,44,90,4.090909091
04-08-2013,4,August,2013,22,Youth (<25),F,Australia,South Australia,Accessories,Bottles and Cages,Mountain Bottle Cage,4,4,10,17,16,33,1.5
04-08-2015,4,August,2015,22,Youth (<25),F,Australia,South Australia,Accessories,Bottles and Cages,Mountain Bottle Cage,11,4,10,46,44,90,4.090909091
04-08-2015,4,August,2015,22,Youth (<25),F,Australia,South Australia,Accessories,Bottles and Cages,Mountain Bottle Cage,4,4,10,17,16,33,1.5
01-02-2014,1,February,2014,22,Youth (<25),F,Australia,South Australia,Accessories,Bottles and Cages,Mountain Bottle Cage,21,4,10,88,84,172,7.818181818
01-02-2016,1,February,2016,22,Youth (<25),F,Australia,South Australia,Accessories,Bottles and Cages,Mountain Bottle Cage,18,4,10,76,72,148,6.727272727
08-07-2013,8,July,2013,23,Youth (<25),F,Australia,New South Wales,Accessories,Bottles and Cages,Mountain Bottle Cage,20,4,10,94,80,174,7.565217391
08-07-2015,8,July,2015,23,Youth (<25),F,Australia,New South Wales,Accessories,Bottles and Cages,Mountain Bottle Cage,17,4,10,80,68,148,6.434782609
05-11-2013,5,November,2013,23,Youth (<25),F,Australia,New South Wales,Accessories,Bottles and Cages,Mountain Bottle Cage,22,4,10,103,88,191,8.304347826
05-11-2015,5,November,2015,23,Youth (<25),F,Australia,New South Wales,Accessories,Bottles and Cages,Mountain Bottle Cage,20,4,10,94,80,174,7.565217391
01-12-2013,1,December,2013,23,Youth (<25),F,Australia,New South Wales,Accessories,Bottles and Cages,Mountain Bottle Cage,25,4,10,118,100,218,9.47826087
01-12-2013,1,December,2013,23,Youth (<25),F,Australia,New South Wales,Accessories,Bottles and Cages,Mountain Bottle Cage,13,4,10,61,52,113,4.913043478
01-12-2015,1,December,2015,23,Youth (<25),F,Australia,New South Wales,Accessories,Bottles and Cages,Mountain Bottle Cage,26,4,10,122,104,226,9.826086957
01-12-2015,1,December,2015,23,Youth (<25),F,Australia,New South Wales,Accessories,Bottles and Cages,Mountain Bottle Cage,14,4,10,66,56,122,5.304347826
30-12-2013,30,December,2013,23,Youth (<25),F,Australia,New South Wales,Accessories,Bottles and Cages,Mountain Bottle Cage,4,4,10,19,16,35,1.52173913
30-12-2015,30,December,2015,23,Youth (<25),F,Australia,New South Wales,Accessories,Bottles and Cages,Mountain Bottle Cage,1,4,10,5,4,9,0.391304348
17-01-2014,17,January,2014,23,Youth (<25),F,Australia,New South Wales,Accessories,Bottles and Cages,Mountain Bottle Cage,5,4,10,24,20,44,1.913043478
17-01-2014,17,January,2014,23,Youth (<25),F,Australia,New South Wales,Accessories,Bottles and Cages,Mountain Bottle Cage,3,4,10,14,12,26,1.130434783
17-01-2016,17,January,2016,23,Youth (<25),F,Australia,New South Wales,Accessories,Bottles and Cages,Mountain Bottle Cage,2,4,10,9,8,17,0.739130435
17-01-2016,17,January,2016,23,Youth (<25),F,Australia,New South Wales,Accessories,Bottles and Cages,Mountain Bottle Cage,1,4,10,5,4,9,0.391304348
07-04-2014,7,April,2014,23,Youth (<25),F,Australia,New South Wales,Accessories,Bottles and Cages,Mountain Bottle Cage,1,4,10,5,4,9,0.391304348
07-04-2016,7,April,2016,23,Youth (<25),F,Australia,New South Wales,Accessories,Bottles and Cages,Mountain Bottle Cage,3,4,10,14,12,26,1.130434783
24-04-2014,24,April,2014,23,Youth (<25),F,Australia,New South Wales,Accessories,Bottles and Cages,Mountain Bottle Cage,11,4,10,52,44,96,4.173913043
24-04-2014,24,April,2014,23,Youth (<25),F,Australia,New South Wales,Accessories,Bottles and Cages,Mountain Bottle Cage,18,4,10,85,72,157,6.826086957
24-04-2016,24,April,2016,23,Youth (<25),F,Australia,New South Wales,Accessories,Bottles and Cages,Mountain Bottle Cage,11,4,10,52,44,96,4.173913043
24-04-2016,24,April,2016,23,Youth (<25),F,Australia,New South Wales,Accessories,Bottles and Cages,Mountain Bottle Cage,17,4,10,80,68,148,6.434782609
22-07-2014,22,July,2014,23,Youth (<25),F,Australia,New South Wales,Accessories,Bottles and Cages,Mountain Bottle Cage,6,4,10,28,24,52,2.260869565
22-07-2016,22,July,2016,23,Youth (<25),F,Australia,New South Wales,Accessories,Bottles and Cages,Mountain Bottle Cage,8,4,10,38,32,70,3.043478261
28-07-2013,28,July,2013,43,Adults (35-64),M,Australia,Victoria,Accessories,Bottles and Cages,Road Bottle Cage,8,3,9,33,24,57,1.325581395
28-07-2015,28,July,2015,43,Adults (35-64),M,Australia,Victoria,Accessories,Bottles and Cages,Road Bottle Cage,10,3,9,41,30,71,1.651162791
19-11-2013,19,November,2013,43,Adults (35-64),M,Australia,Victoria,Accessories,Bottles and Cages,Road Bottle Cage,8,3,9,33,24,57,1.325581395
19-11-2015,19,November,2015,43,Adults (35-64),M,Australia,Victoria,Accessories,Bottles and Cages,Road Bottle Cage,5,3,9,21,15,36,0.837209302
27-12-2013,27,December,2013,43,Adults (35-64),M,Australia,Victoria,Accessories,Bottles and Cages,Road Bottle Cage,1,3,9,4,3,7,0.162790698
27-12-2013,27,December,2013,43,Adults (35-64),M,Australia,Victoria,Accessories,Bottles and Cages,Road Bottle Cage,3,3,9,12,9,21,0.488372093
27-12-2015,27,December,2015,43,Adults (35-64),M,Australia,Victoria,Accessories,Bottles and Cages,Road Bottle Cage,2,3,9,8,6,14,0.325581395
27-12-2015,27,December,2015,43,Adults (35-64),M,Australia,Victoria,Accessories,Bottles and Cages,Road Bottle Cage,2,3,9,8,6,14,0.325581395
08-02-2014,8,February,2014,43,Adults (35-64),M,Australia,Victoria,Accessories,Bottles and Cages,Road Bottle Cage,3,3,9,12,9,21,0.488372093
08-02-2014,8,February,2014,43,Adults (35-64),M,Australia,Victoria,Accessories,Bottles and Cages,Road Bottle Cage,1,3,9,4,3,7,0.162790698
08-02-2016,8,February,2016,43,Adults (35-64),M,Australia,Victoria,Accessories,Bottles and Cages,Road Bottle Cage,3,3,9,12,9,21,0.488372093
08-02-2016,8,February,2016,43,Adults (35-64),M,Australia,Victoria,Accessories,Bottles and Cages,Road Bottle Cage,1,3,9,4,3,7,0.162790698
15-08-2013,15,August,2013,21,Youth (<25),M,Canada,British Columbia,Accessories,Bottles and Cages,Mountain Bottle Cage,15,4,10,89,60,149,7.095238095
15-08-2013,15,August,2013,21,Youth (<25),M,Canada,British Columbia,Accessories,Bottles and Cages,Mountain Bottle Cage,19,4,10,112,76,188,8.952380952
15-08-2015,15,August,2015,21,Youth (<25),M,Canada,British Columbia,Accessories,Bottles and Cages,Mountain Bottle Cage,12,4,10,71,48,119,5.666666667
15-08-2015,15,August,2015,21,Youth (<25),M,Canada,British Columbia,Accessories,Bottles and Cages,Mountain Bottle Cage,16,4,10,94,64,158,7.523809524
21-09-2013,21,September,2013,21,Youth (<25),M,Canada,British Columbia,Accessories,Bottles and Cages,Mountain Bottle Cage,8,4,10,47,32,79,3.761904762
21-09-2015,21,September,2015,21,Youth (<25),M,Canada,British Columbia,Accessories,Bottles and Cages,Mountain Bottle Cage,10,4,10,59,40,99,4.714285714
30-10-2013,30,October,2013,21,Youth (<25),M,Canada,British Columbia,Accessories,Bottles and Cages,Mountain Bottle Cage,14,4,10,83,56,139,6.619047619
30-10-2015,30,October,2015,21,Youth (<25),M,Canada,British Columbia,Accessories,Bottles and Cages,Mountain Bottle Cage,12,4,10,71,48,119,5.666666667
02-02-2014,2,February,2014,21,Youth (<25),M,Canada,British Columbia,Accessories,Bottles and Cages,Mountain Bottle Cage,28,4,10,165,112,277,13.19047619
02-02-2014,2,February,2014,21,Youth (<25),M,Canada,British Columbia,Accessories,Bottles and Cages,Mountain Bottle Cage,9,4,10,53,36,89,4.238095238
02-02-2016,2,February,2016,21,Youth (<25),M,Canada,British Columbia,Accessories,Bottles and Cages,Mountain Bottle Cage,26,4,10,153,104,257,12.23809524
02-02-2016,2,February,2016,21,Youth (<25),M,Canada,British Columbia,Accessories,Bottles and Cages,Mountain Bottle Cage,10,4,10,59,40,99,4.714285714
29-07-2013,29,July,2013,42,Adults (35-64),M,Australia,South Australia,Accessories,Bottles and Cages,Mountain Bottle Cage,17,4,10,71,68,139,3.30952381
29-07-2015,29,July,2015,42,Adults (35-64),M,Australia,South Australia,Accessories,Bottles and Cages,Mountain Bottle Cage,15,4,10,63,60,123,2.928571429
19-09-2013,19,September,2013,42,Adults (35-64),F,Australia,Queensland,Accessories,Bottles and Cages,Road Bottle Cage,24,3,9,109,72,181,4.30952381
19-09-2013,19,September,2013,42,Adults (35-64),F,Australia,Queensland,Accessories,Bottles and Cages,Road Bottle Cage,13,3,9,59,39,98,2.333333333
19-09-2015,19,September,2015,42,Adults (35-64),F,Australia,Queensland,Accessories,Bottles and Cages,Road Bottle Cage,22,3,9,100,66,166,3.952380952
19-09-2015,19,September,2015,42,Adults (35-64),F,Australia,Queensland,Accessories,Bottles and Cages,Road Bottle Cage,10,3,9,46,30,76,1.80952381
08-10-2013,8,October,2013,42,Adults (35-64),F,Australia,Queensland,Accessories,Bottles and Cages,Road Bottle Cage,3,3,9,14,9,23,0.547619048
08-10-2013,8,October,2013,42,Adults (35-64),F,Australia,Queensland,Accessories,Bottles and Cages,Road Bottle Cage,22,3,9,100,66,166,3.952380952
08-10-2015,8,October,2015,42,Adults (35-64),F,Australia,Queensland,Accessories,Bottles and Cages,Road Bottle Cage,1,3,9,5,3,8,0.19047619
08-10-2015,8,October,2015,42,Adults (35-64),F,Australia,Queensland,Accessories,Bottles and Cages,Road Bottle Cage,21,3,9,96,63,159,3.785714286
01-03-2014,1,March,2014,42,Adults (35-64),F,Australia,Queensland,Accessories,Bottles and Cages,Road Bottle Cage,6,3,9,27,18,45,1.071428571
01-03-2014,1,March,2014,42,Adults (35-64),F,Australia,Queensland,Accessories,Bottles and Cages,Road Bottle Cage,26,3,9,119,78,197,4.69047619
01-03-2016,1,March,2016,42,Adults (35-64),F,Australia,Queensland,Accessories,Bottles and Cages,Road Bottle Cage,5,3,9,23,15,38,0.904761905
01-03-2016,1,March,2016,42,Adults (35-64),F,Australia,Queensland,Accessories,Bottles and Cages,Road Bottle Cage,23,3,9,105,69,174,4.142857143
03-06-2014,3,June,2014,42,Adults (35-64),F,Australia,Queensland,Accessories,Bottles and Cages,Road Bottle Cage,27,3,9,123,81,204,4.857142857
03-06-2014,3,June,2014,42,Adults (35-64),F,Australia,Queensland,Accessories,Bottles and Cages,Road Bottle Cage,8,3,9,36,24,60,1.428571429
03-06-2016,3,June,2016,42,Adults (35-64),F,Australia,Queensland,Accessories,Bottles and Cages,Road Bottle Cage,28,3,9,128,84,212,5.047619048
03-06-2016,3,June,2016,42,Adults (35-64),F,Australia,Queensland,Accessories,Bottles and Cages,Road Bottle Cage,7,3,9,32,21,53,1.261904762
24-06-2014,24,June,2014,42,Adults (35-64),F,Australia,Queensland,Accessories,Bottles and Cages,Road Bottle Cage,24,3,9,109,72,181,4.30952381
24-06-2014,24,June,2014,42,Adults (35-64),F,Australia,Queensland,Accessories,Bottles and Cages,Road Bottle Cage,14,3,9,64,42,106,2.523809524
24-06-2016,24,June,2016,42,Adults (35-64),F,Australia,Queensland,Accessories,Bottles and Cages,Road Bottle Cage,22,3,9,100,66,166,3.952380952
24-06-2016,24,June,2016,42,Adults (35-64),F,Australia,Queensland,Accessories,Bottles and Cages,Road Bottle Cage,16,3,9,73,48,121,2.880952381
02-08-2013,2,August,2013,40,Adults (35-64),M,Canada,British Columbia,Accessories,Bottles and Cages,Road Bottle Cage,25,3,9,148,75,223,5.575
02-08-2013,2,August,2013,40,Adults (35-64),M,Canada,British Columbia,Accessories,Bottles and Cages,Road Bottle Cage,23,3,9,136,69,205,5.125
02-08-2013,2,August,2013,40,Adults (35-64),M,Canada,British Columbia,Accessories,Bottles and Cages,Road Bottle Cage,19,3,9,112,57,169,4.225
02-08-2013,2,August,2013,40,Adults (35-64),M,Canada,British Columbia,Accessories,Bottles and Cages,Road Bottle Cage,5,3,9,30,15,45,1.125
02-08-2015,2,August,2015,40,Adults (35-64),M,Canada,British Columbia,Accessories,Bottles and Cages,Road Bottle Cage,25,3,9,148,75,223,5.575
02-08-2015,2,August,2015,40,Adults (35-64),M,Canada,British Columbia,Accessories,Bottles and Cages,Road Bottle Cage,25,3,9,148,75,223,5.575
02-08-2015,2,August,2015,40,Adults (35-64),M,Canada,British Columbia,Accessories,Bottles and Cages,Road Bottle Cage,21,3,9,124,63,187,4.675
02-08-2015,2,August,2015,40,Adults (35-64),M,Canada,British Columbia,Accessories,Bottles and Cages,Road Bottle Cage,5,3,9,30,15,45,1.125
07-08-2013,7,August,2013,40,Adults (35-64),M,Canada,British Columbia,Accessories,Bottles and Cages,Road Bottle Cage,23,3,9,136,69,205,5.125
07-08-2015,7,August,2015,40,Adults (35-64),M,Canada,British Columbia,Accessories,Bottles and Cages,Road Bottle Cage,22,3,9,130,66,196,4.9
27-08-2013,27,August,2013,40,Adults (35-64),M,Canada,British Columbia,Accessories,Bottles and Cages,Road Bottle Cage,4,3,9,24,12,36,0.9
27-08-2015,27,August,2015,40,Adults (35-64),M,Canada,British Columbia,Accessories,Bottles and Cages,Road Bottle Cage,6,3,9,35,18,53,1.325
31-08-2013,31,August,2013,40,Adults (35-64),M,Canada,British Columbia,Accessories,Bottles and Cages,Road Bottle Cage,5,3,9,30,15,45,1.125
31-08-2013,31,August,2013,40,Adults (35-64),M,Canada,British Columbia,Accessories,Bottles and Cages,Road Bottle Cage,3,3,9,18,9,27,0.675
31-08-2015,31,August,2015,40,Adults (35-64),M,Canada,British Columbia,Accessories,Bottles and Cages,Road Bottle Cage,2,3,9,12,6,18,0.45
31-08-2015,31,August,2015,40,Adults (35-64),M,Canada,British Columbia,Accessories,Bottles and Cages,Road Bottle Cage,1,3,9,6,3,9,0.225
28-10-2013,28,October,2013,40,Adults (35-64),M,Canada,British Columbia,Accessories,Bottles and Cages,Road Bottle Cage,15,3,9,89,45,134,3.35
28-10-2015,28,October,2015,40,Adults (35-64),M,Canada,British Columbia,Accessories,Bottles and Cages,Road Bottle Cage,15,3,9,89,45,134,3.35
04-11-2013,4,November,2013,40,Adults (35-64),M,Canada,British Columbia,Accessories,Bottles and Cages,Road Bottle Cage,29,3,9,171,87,258,6.45
04-11-2013,4,November,2013,40,Adults (35-64),M,Canada,British Columbia,Accessories,Bottles and Cages,Road Bottle Cage,20,3,9,118,60,178,4.45
04-11-2015,4,November,2015,40,Adults (35-64),M,Canada,British Columbia,Accessories,Bottles and Cages,Road Bottle Cage,31,3,9,183,93,276,6.9
04-11-2015,4,November,2015,40,Adults (35-64),M,Canada,British Columbia,Accessories,Bottles and Cages,Road Bottle Cage,20,3,9,118,60,178,4.45
07-11-2013,7,November,2013,40,Adults (35-64),M,Canada,British Columbia,Accessories,Bottles and Cages,Road Bottle Cage,8,3,9,47,24,71,1.775
07-11-2013,7,November,2013,40,Adults (35-64),M,Canada,British Columbia,Accessories,Bottles and Cages,Road Bottle Cage,8,3,9,47,24,71,1.775
07-11-2015,7,November,2015,40,Adults (35-64),M,Canada,British Columbia,Accessories,Bottles and Cages,Road Bottle Cage,8,3,9,47,24,71,1.775
07-11-2015,7,November,2015,40,Adults (35-64),M,Canada,British Columbia,Accessories,Bottles and Cages,Road Bottle Cage,8,3,9,47,24,71,1.775
09-11-2013,9,November,2013,40,Adults (35-64),M,Canada,British Columbia,Accessories,Bottles and Cages,Road Bottle Cage,17,3,9,100,51,151,3.775
09-11-2013,9,November,2013,40,Adults (35-64),M,Canada,British Columbia,Accessories,Bottles and Cages,Road Bottle Cage,20,3,9,118,60,178,4.45
09-11-2015,9,November,2015,40,Adults (35-64),M,Canada,British Columbia,Accessories,Bottles and Cages,Road Bottle Cage,17,3,9,100,51,151,3.775
09-11-2015,9,November,2015,40,Adults (35-64),M,Canada,British Columbia,Accessories,Bottles and Cages,Road Bottle Cage,20,3,9,118,60,178,4.45
07-12-2013,7,December,2013,40,Adults (35-64),M,Canada,British Columbia,Accessories,Bottles and Cages,Road Bottle Cage,24,3,9,142,72,214,5.35
07-12-2015,7,December,2015,40,Adults (35-64),M,Canada,British Columbia,Accessories,Bottles and Cages,Road Bottle Cage,22,3,9,130,66,196,4.9
07-01-2014,7,January,2014,40,Adults (35-64),M,Canada,British Columbia,Accessories,Bottles and Cages,Road Bottle Cage,2,3,9,12,6,18,0.45
07-01-2014,7,January,2014,40,Adults (35-64),M,Canada,British Columbia,Accessories,Bottles and Cages,Road Bottle Cage,20,3,9,118,60,178,4.45
07-01-2016,7,January,2016,40,Adults (35-64),M,Canada,British Columbia,Accessories,Bottles and Cages,Road Bottle Cage,1,3,9,6,3,9,0.225
07-01-2016,7,January,2016,40,Adults (35-64),M,Canada,British Columbia,Accessories,Bottles and Cages,Road Bottle Cage,22,3,9,130,66,196,4.9
05-04-2014,5,April,2014,40,Adults (35-64),M,Canada,British Columbia,Accessories,Bottles and Cages,Road Bottle Cage,30,3,9,177,90,267,6.675
05-04-2016,5,April,2016,40,Adults (35-64),M,Canada,British Columbia,Accessories,Bottles and Cages,Road Bottle Cage,32,3,9,189,96,285,7.125
07-05-2014,7,May,2014,40,Adults (35-64),M,Canada,British Columbia,Accessories,Bottles and Cages,Road Bottle Cage,17,3,9,100,51,151,3.775
07-05-2016,7,May,2016,40,Adults (35-64),M,Canada,British Columbia,Accessories,Bottles and Cages,Road Bottle Cage,17,3,9,100,51,151,3.775
13-05-2014,13,May,2014,40,Adults (35-64),M,Canada,British Columbia,Accessories,Bottles and Cages,Road Bottle Cage,21,3,9,124,63,187,4.675
13-05-2014,13,May,2014,40,Adults (35-64),M,Canada,British Columbia,Accessories,Bottles and Cages,Road Bottle Cage,26,3,9,154,78,232,5.8
13-05-2016,13,May,2016,40,Adults (35-64),M,Canada,British Columbia,Accessories,Bottles and Cages,Road Bottle Cage,21,3,9,124,63,187,4.675
13-05-2016,13,May,2016,40,Adults (35-64),M,Canada,British Columbia,Accessories,Bottles and Cages,Road Bottle Cage,23,3,9,136,69,205,5.125
24-05-2014,24,May,2014,40,Adults (35-64),M,Canada,British Columbia,Accessories,Bottles and Cages,Road Bottle Cage,18,3,9,106,54,160,4
24-05-2014,24,May,2014,40,Adults (35-64),M,Canada,British Columbia,Accessories,Bottles and Cages,Road Bottle Cage,22,3,9,130,66,196,4.9
24-05-2016,24,May,2016,40,Adults (35-64),M,Canada,British Columbia,Accessories,Bottles and Cages,Road Bottle Cage,15,3,9,89,45,134,3.35
24-05-2016,24,May,2016,40,Adults (35-64),M,Canada,British Columbia,Accessories,Bottles and Cages,Road Bottle Cage,21,3,9,124,63,187,4.675
13-06-2014,13,June,2014,40,Adults (35-64),M,Canada,British Columbia,Accessories,Bottles and Cages,Road Bottle Cage,12,3,9,71,36,107,2.675
13-06-2016,13,June,2016,40,Adults (35-64),M,Canada,British Columbia,Accessories,Bottles and Cages,Road Bottle Cage,14,3,9,83,42,125,3.125
27-06-2014,27,June,2014,40,Adults (35-64),M,Canada,British Columbia,Accessories,Bottles and Cages,Road Bottle Cage,14,3,9,83,42,125,3.125
27-06-2014,27,June,2014,40,Adults (35-64),M,Canada,British Columbia,Accessories,Bottles and Cages,Road Bottle Cage,10,3,9,59,30,89,2.225
27-06-2016,27,June,2016,40,Adults (35-64),M,Canada,British Columbia,Accessories,Bottles and Cages,Road Bottle Cage,15,3,9,89,45,134,3.35
27-06-2016,27,June,2016,40,Adults (35-64),M,Canada,British Columbia,Accessories,Bottles and Cages,Road Bottle Cage,7,3,9,41,21,62,1.55
20-07-2014,20,July,2014,40,Adults (35-64),M,Canada,British Columbia,Accessories,Bottles and Cages,Road Bottle Cage,29,3,9,171,87,258,6.45
20-07-2014,20,July,2014,40,Adults (35-64),M,Canada,British Columbia,Accessories,Bottles and Cages,Road Bottle Cage,21,3,9,124,63,187,4.675
20-07-2016,20,July,2016,40,Adults (35-64),M,Canada,British Columbia,Accessories,Bottles and Cages,Road Bottle Cage,29,3,9,171,87,258,6.45
20-07-2016,20,July,2016,40,Adults (35-64),M,Canada,British Columbia,Accessories,Bottles and Cages,Road Bottle Cage,20,3,9,118,60,178,4.45
20-01-2014,20,January,2014,50,Adults (35-64),M,United States,Oregon,Accessories,Bottles and Cages,Water Bottle - 30 oz.,6,2,5,14,12,26,0.52
20-01-2014,20,January,2014,50,Adults (35-64),M,United States,Oregon,Accessories,Bottles and Cages,Water Bottle - 30 oz.,15,2,5,35,30,65,1.3
20-01-2016,20,January,2016,50,Adults (35-64),M,United States,Oregon,Accessories,Bottles and Cages,Water Bottle - 30 oz.,7,2,5,16,14,30,0.6
20-01-2016,20,January,2016,50,Adults (35-64),M,United States,Oregon,Accessories,Bottles and Cages,Water Bottle - 30 oz.,15,2,5,35,30,65,1.3
01-04-2014,1,April,2014,50,Adults (35-64),M,United States,Oregon,Accessories,Bottles and Cages,Water Bottle - 30 oz.,28,2,5,64,56,120,2.4
01-04-2016,1,April,2016,50,Adults (35-64),M,United States,Oregon,Accessories,Bottles and Cages,Water Bottle - 30 oz.,27,2,5,62,54,116,2.32
01-12-2013,1,December,2013,40,Adults (35-64),F,France,Essonne,Accessories,Bottles and Cages,Water Bottle - 30 oz.,6,2,5,17,12,29,0.725
01-12-2015,1,December,2015,40,Adults (35-64),F,France,Essonne,Accessories,Bottles and Cages,Water Bottle - 30 oz.,8,2,5,22,16,38,0.95
31-12-2013,31,December,2013,40,Adults (35-64),F,France,Essonne,Accessories,Bottles and Cages,Water Bottle - 30 oz.,6,2,5,17,12,29,0.725
31-12-2013,31,December,2013,40,Adults (35-64),F,France,Essonne,Accessories,Bottles and Cages,Water Bottle - 30 oz.,3,2,5,8,6,14,0.35
